"Plot Title: 20174628"
"#","Date Time, GMT-07:00","Temp, °C (LGR S/N: 20174628, SEN S/N: 20174628)"
1,06/16/23 12:00:00 AM,23.040
2,06/16/23 12:10:00 AM,23.016
3,06/16/23 12:20:00 AM,22.992
4,06/16/23 12:30:00 AM,22.968
5,06/16/23 12:40:00 AM,22.944
6,06/16/23 12:50:00 AM,22.944
7,06/16/23 01:00:00 AM,22.920
8,06/16/23 01:10:00 AM,22.896
9,06/16/23 01:20:00 AM,22.872
10,06/16/23 01:30:00 AM,22.848
11,06/16/23 01:40:00 AM,22.824
12,06/16/23 01:50:00 AM,22.824
13,06/16/23 02:00:00 AM,22.800
14,06/16/23 02:10:00 AM,22.776
15,06/16/23 02:20:00 AM,22.753
16,06/16/23 02:30:00 AM,22.729
17,06/16/23 02:40:00 AM,22.705
18,06/16/23 02:50:00 AM,22.681
19,06/16/23 03:00:00 AM,22.681
20,06/16/23 03:10:00 AM,22.657
21,06/16/23 03:20:00 AM,22.609
22,06/16/23 03:30:00 AM,22.537
23,06/16/23 03:40:00 AM,22.465
24,06/16/23 03:50:00 AM,22.393
25,06/16/23 04:00:00 AM,22.321
26,06/16/23 04:10:00 AM,22.274
27,06/16/23 04:20:00 AM,22.202
28,06/16/23 04:30:00 AM,22.154
29,06/16/23 04:40:00 AM,22.082
30,06/16/23 04:50:00 AM,22.034
31,06/16/23 05:00:00 AM,21.939
32,06/16/23 05:10:00 AM,21.867
33,06/16/23 05:20:00 AM,21.819
34,06/16/23 05:30:00 AM,21.772
35,06/16/23 05:40:00 AM,21.700
36,06/16/23 05:50:00 AM,21.628
37,06/16/23 06:00:00 AM,21.557
38,06/16/23 06:10:00 AM,21.485
39,06/16/23 06:20:00 AM,21.413
40,06/16/23 06:30:00 AM,21.342
41,06/16/23 06:40:00 AM,21.318
42,06/16/23 06:50:00 AM,21.270
43,06/16/23 07:00:00 AM,21.246
44,06/16/23 07:10:00 AM,21.270
45,06/16/23 07:20:00 AM,21.151
46,06/16/23 07:30:00 AM,21.008
47,06/16/23 07:40:00 AM,20.960
48,06/16/23 07:50:00 AM,20.984
49,06/16/23 08:00:00 AM,21.056
50,06/16/23 08:10:00 AM,21.103
51,06/16/23 08:20:00 AM,21.151
52,06/16/23 08:30:00 AM,21.223
53,06/16/23 08:40:00 AM,21.294
54,06/16/23 08:50:00 AM,21.318
55,06/16/23 09:00:00 AM,21.342
56,06/16/23 09:10:00 AM,21.151
57,06/16/23 09:20:00 AM,22.585
58,06/16/23 09:30:00 AM,23.954
59,06/16/23 09:40:00 AM,23.713
60,06/16/23 09:50:00 AM,22.082
61,06/16/23 10:00:00 AM,23.497
62,06/16/23 10:10:00 AM,25.817
63,06/16/23 10:20:00 AM,26.989
64,06/16/23 10:30:00 AM,24.871
65,06/16/23 10:40:00 AM,22.920
