"Month","Year","Region","IBMR","ZooplanktonBPUE","cpue","Biomass_C","DietBiomass"
3,2021,"Lower","amphipod",0,0,NA,NA
3,2021,"Lower","mysid",0,0,NA,NA
3,2021,"Middle","amphipod",0,0,NA,NA
3,2021,"Middle","mysid",0,0,NA,NA
3,2021,"Top","amphipod",0,0,NA,NA
3,2021,"Top","mysid",0,0,NA,NA
4,2019,"Lower","amphipod",0,0,NA,NA
4,2019,"Lower","mysid",0,0,NA,NA
4,2019,"Middle","amphipod",0,0,NA,0
4,2019,"Middle","mysid",0,0,NA,0
4,2019,"Top","amphipod",0,0,NA,NA
4,2019,"Top","mysid",0,0,NA,NA
4,2020,"Lower","amphipod",0,0,NA,NA
4,2020,"Lower","mysid",0,0,NA,NA
4,2020,"Middle","amphipod",0,0,NA,0
4,2020,"Middle","mysid",0,0,NA,0
4,2020,"Top","amphipod",0,0,NA,0
4,2020,"Top","mysid",0,0,NA,0
4,2021,"Lower","amphipod",0,0,NA,NA
4,2021,"Lower","mysid",0,0,NA,NA
4,2021,"Middle","amphipod",0,0,NA,0
4,2021,"Middle","mysid",0,0,NA,0
4,2021,"Top","amphipod",0,0,NA,NA
4,2021,"Top","mysid",0,0,NA,NA
4,2022,"Lower","amphipod",0,0,NA,0
4,2022,"Lower","mysid",0,0,NA,0
4,2022,"Middle","amphipod",0,0,NA,0
4,2022,"Middle","mysid",0,0,NA,0
4,2022,"Top","amphipod",0,0,NA,0
4,2022,"Top","mysid",0,0,NA,0
5,2019,"Lower","amphipod",0,0,NA,0
5,2019,"Lower","mysid",0,0,NA,0
5,2019,"Middle","amphipod",0,0,NA,0
5,2019,"Middle","mysid",0,0,NA,0
5,2019,"Top","amphipod",0,0,NA,NA
5,2019,"Top","mysid",0,0,NA,NA
5,2020,"Lower","amphipod",0,0,NA,0
5,2020,"Lower","mysid",0,0,NA,0
5,2020,"Middle","amphipod",0,0,NA,0
5,2020,"Middle","mysid",0,0,NA,0
5,2020,"Top","amphipod",0,0,NA,NA
5,2020,"Top","mysid",0,0,NA,NA
5,2021,"Lower","amphipod",0,0,NA,NA
5,2021,"Lower","mysid",0,0,NA,NA
5,2021,"Top","amphipod",0,0,NA,NA
5,2021,"Top","mysid",0,0,NA,NA
5,2022,"Lower","amphipod",0,0,NA,NA
5,2022,"Lower","mysid",0,0,NA,NA
5,2022,"Top","amphipod",0,0,NA,NA
5,2022,"Top","mysid",0,0,NA,NA
6,2019,"Lower","amphipod",NA,0.051854145,NA,0
6,2019,"Lower","mysid",1.31483847451005,0.305491823128,4.3040054592857,9.0967348288643
6,2019,"Middle","amphipod",9.62537617155676,0.18088608280576,53.2123645017662,NA
6,2019,"Middle","mysid",28.7153907206975,5.96556535529342,4.81352378366244,NA
6,2019,"Top","amphipod",23.2159322165215,0.441631366943304,52.5685763155993,0
6,2019,"Top","mysid",16.8625744991657,4.33417439310714,3.89060821502316,0
6,2020,"Lower","amphipod",8.25023116195705,0.206274694387967,39.9963320097801,NA
6,2020,"Lower","mysid",4.93459097753532,0.754708000706144,6.53841084620577,NA
6,2020,"Middle","amphipod",7.02155465674004,0.113079354222222,62.0940463008071,0
6,2020,"Middle","mysid",6.33991795462809,2.57114682445833,2.4657938217759,0
6,2020,"Top","amphipod",4.35053011590127,0.173369377625,25.0939939653675,NA
6,2020,"Top","mysid",0.0496869570879879,0.013935242625,3.56556096115965,NA
6,2021,"Lower","amphipod",27.5675485530508,0.536276094678394,51.405514485189,NA
6,2021,"Lower","mysid",16.6256202992293,2.36732844901677,7.02294618481625,NA
6,2021,"Middle","amphipod",60.2936088237664,0.781292297088012,77.1716412007251,NA
6,2021,"Middle","mysid",18.9379495171942,3.43884577547703,5.50706567076772,NA
6,2021,"Top","amphipod",37.2594893483841,0.875354040177301,42.5650509830711,NA
6,2021,"Top","mysid",18.0772725487347,2.62929990449499,6.87531784328984,NA
6,2022,"Lower","amphipod",75.2498163887904,1.7226586093179,43.6823732698763,NA
6,2022,"Lower","mysid",18.2754827420413,2.33068128449011,7.841262065156,NA
6,2022,"Middle","amphipod",45.0483637014201,0.586900576218323,76.756380086876,0
6,2022,"Middle","mysid",31.764460709323,5.03353014240868,6.3105732578613,0
6,2022,"Top","amphipod",111.082487492364,1.23699459560188,89.8003013815235,NA
6,2022,"Top","mysid",12.7359224143499,2.52066171308804,5.05261072845323,NA
7,2019,"Lower","amphipod",NA,0.0789901082878788,NA,0
7,2019,"Lower","mysid",NA,1.16017341920366,NA,15.4171223242054
7,2019,"Middle","amphipod",NA,0.188903277291951,NA,2.94116471576605
7,2019,"Middle","mysid",NA,12.437967532727,NA,1.16648166543917
7,2019,"Top","amphipod",0.049436013337823,0.0036637705,13.4932068855904,NA
7,2019,"Top","mysid",2.1499253140718,0.58214825562069,3.69308899118755,NA
7,2020,"Lower","amphipod",20.8304612995872,0.388470034200864,53.6217969616069,1.92124960822984
7,2020,"Lower","mysid",0.686202296057172,0.183267468060184,3.74426679934174,28.4820403495597
7,2020,"Middle","amphipod",5.89980762294961,0.122120560681548,48.3113375014259,2.3211323367999
